symbol,shortName,exchange,bucket,marketCap,sector_name,industry_name
NYUKF,Nippon Yusen Kabushiki Kaisha,PNK,large,14560306176.0,Industrials,Marine Shipping
SNMCY,Suncorp Group Ltd,PNK,large,14543905792.0,Financial Services,Insurance - Property & Casualty
BVVBY,Bureau Veritas SA,PNK,large,14543562752.0,Industrials,Consulting Services
AMIGF,Admiral Group Plc.,PNK,large,14541583360.0,Financial Services,Insurance - Property & Casualty
SYIEY,Symrise Ag,PNK,large,14541099008.0,Basic Materials,Specialty Chemicals
AHKSY,Asahi Kaisei Corp.,PNK,large,14478783488.0,Industrials,Conglomerates
WCRIY,,OID,large,14469210112.0,Energy,Oil & Gas E&P
DFKCY,"Daifuku Co., Ltd.",PNK,large,14465705984.0,Industrials,Specialty Industrial Machinery
DAIUF,DAIFUKU CO LTD,PNK,large,14406872064.0,Industrials,Specialty Industrial Machinery
UUGRY,United Utilities Group PLC,PNK,large,14404132864.0,Utilities,Utilities - Regulated Water
UPMMY,UPM-Kymmene Corp.,PNK,large,14390673408.0,Basic Materials,Paper & Paper Products
RYKKF,RYOHIN KEIKAKU CO,PNK,large,14345633792.0,Consumer Cyclical,Department Stores
TDHOF,T&D HOLDINGS INC,PNK,large,14315518976.0,Financial Services,Insurance - Life
PRBKY,Piraeus Bank S.A.,OID,large,14266595328.0,Financial Services,Banks - Regional
OSGSF,OSAKA GAS CO,PNK,large,14264038400.0,Utilities,Utilities - Regulated Gas
ERFSF,Eurofins Scientific Nante,PNK,large,14256246784.0,Healthcare,Diagnostics & Research
MKC-V,"McCormick & Company, Incorporat",NYQ,large,14203427840.0,Consumer Defensive,Packaged Foods
PRDSY,Prada Spa,PNK,large,14199417856.0,Consumer Cyclical,Luxury Goods
SKHSY,Sekisui House Ltd.,OID,large,14164004864.0,Consumer Cyclical,Residential Construction
TGVSF,TRYG A/S,PNK,large,14152573952.0,Financial Services,Insurance - Diversified
PUGBY,PUIG BRANDS S A,PNK,large,14150750208.0,Consumer Defensive,Household & Personal Products
FUWAF,FURUKAWA ELECTRIC CO,PNK,large,14126209024.0,Industrials,Electrical Equipment & Parts
DPMAY,Diploma Plc.,PNK,large,14114823168.0,Industrials,Industrial Distribution
IAUGF,INSURANCE AUSTRALIA GROUP,PNK,large,14097857536.0,Financial Services,Insurance - Property & Casualty
AEG,Aegon Ltd. New York Registry Sh,NYQ,large,14091209728.0,Financial Services,Insurance - Diversified
WCPRF,"Whitecap Resources, Inc.",OQX,large,14067962880.0,Energy,Oil & Gas E&P
RYKKY,Ryohin Keikaku Co. Ltd.,PNK,large,14024704000.0,Consumer Cyclical,Department Stores
LNTCY,LENS TECHNOLOGY CO LTD.,PNK,large,14001859584.0,Technology,Electronic Components
SYIEF,Symrise Ag,PNK,large,13923787776.0,Basic Materials,Specialty Chemicals
KLPPY,,PNK,large,13909045248.0,Real Estate,REIT - Retail
TISCY,Taisei Corp.,PNK,large,13893594112.0,Industrials,Engineering & Construction
EFGSY,Eiffage Sa,PNK,large,13891500032.0,Industrials,Engineering & Construction
BVRDF,BUREAU VERITAS SA,PNK,large,13877868544.0,Industrials,Consulting Services
AGI,Alamos Gold Inc.,NYQ,large,13876739072.0,Basic Materials,Gold
PIRBF,Piraeus Bank S.A.,OQX,large,13847713792.0,Financial Services,Banks - Regional
CVPBF,C.P. All Public Co Ltd,PNK,large,13846929408.0,Consumer Defensive,Grocery Stores
PEXUF,,PNK,large,13815548928.0,Energy,Oil & Gas E&P
CJEWF,CHOW TAI FOOK JEWELLERY GROUP L,PNK,large,13812862976.0,Consumer Cyclical,Luxury Goods
SNMYF,SUNCORP GROUP LIMITED,PNK,large,13812469760.0,Financial Services,Insurance - Property & Casualty
SHTLF,South32 Ltd.,PNK,large,13794521088.0,Basic Materials,Other Industrial Metals & Mining
BLMOY,Belimo Holding AG,PNK,large,13775965184.0,Industrials,Building Products & Equipment
UPMKF,UPM-Kymmene Corp.,PNK,large,13763156992.0,Basic Materials,Paper & Paper Products
FMCQF,Fresenius Medical Care AG,PNK,large,13688681472.0,Healthcare,Medical Care Facilities
MTRAF,"Metro, Inc.",PNK,large,13660020736.0,Consumer Defensive,Grocery Stores
OLYMY,Olympus Corp.,PNK,large,13657657344.0,Healthcare,Medical Devices
FELTY,Fuji Electric Company Ltd.,PNK,large,13655642112.0,Industrials,Electrical Equipment & Parts
ACXIF,Acciona S.A.,PNK,large,13646948352.0,Industrials,Engineering & Construction
CVVTF,COVESTRO AG,PNK,large,13517385728.0,Basic Materials,Specialty Chemicals
SITIY,SITC International Holdings Com,PNK,large,13515831296.0,Industrials,Marine Shipping
ARRPY,Aeroports de Paris SA,PNK,large,13490368512.0,Industrials,Airports & Air Services
SITIF,SITC INTERNATIONAL HLDGS CO LTD,PNK,large,13480044544.0,Industrials,Marine Shipping
OBYCF,Obayashi Corp.,PNK,large,13444590592.0,Industrials,Engineering & Construction
AEOXF,AEROPORTS DE PARIS,PNK,large,13383019520.0,Industrials,Airports & Air Services
AEGOF,AEGON LIMITED,PNK,large,13381474304.0,Financial Services,Insurance - Diversified
OSGSY,Osaka Gas Co.,PNK,large,13371825152.0,Utilities,Utilities - Regulated Gas
WHGRF,WH Group Ltd.,PNK,large,13368733696.0,Consumer Defensive,Packaged Foods
PMCUF,"Pro Medicus, Ltd.",PNK,large,13346718720.0,Healthcare,Health Information Services
SKHSF,SEKISUI HOUSE,OID,large,13332964352.0,Consumer Cyclical,Residential Construction
PAC,Grupo Aeroportuario Del Pacific,NYQ,large,13251055616.0,Industrials,Airports & Air Services
DPLMF,DIPLOMA PLC,PNK,large,13248570368.0,Industrials,Industrial Distribution
MSLOY,Mitsui O.S.K. Lines Ltd.,PNK,large,13242960896.0,Industrials,Marine Shipping
MMLTF,MMG Ltd,PNK,large,13231814656.0,Basic Materials,Copper
SVNWF,,PNK,large,13227441152.0,Industrials,Conglomerates
EDVMF,ENDEAVOUR Mining PLC.,OQX,large,13226096640.0,Basic Materials,Gold
AHKSF,Asahi Kaisei Corp.,PNK,large,13206589440.0,Industrials,Conglomerates
TKGBF,TURKIYE GARANTI BANKASI AS,OQX,large,13194719232.0,Financial Services,Banks - Regional
AETUF,Arc Resources Ltd.,PNK,large,13190521856.0,Energy,Oil & Gas E&P
SNLAY,Sino Land Co. Ltd.,PNK,large,13171357696.0,Real Estate,Real Estate - Development
SKM,"SK Telecom Co., Ltd.",NYQ,large,13152006144.0,Communication Services,Telecom Services
PRDSF,Prada Spa,PNK,large,13130172416.0,Consumer Cyclical,Luxury Goods
IAFNF,IA FINL CORP INC.,PNK,large,13087152128.0,Financial Services,Insurance - Diversified
BF-B,Brown Forman Inc,NYQ,large,13086809088.0,Consumer Defensive,Beverages - Wineries & Distilleries
OCPNF,Olympus Corp.,PNK,large,13083716608.0,Healthcare,Medical Devices
WHGLY,WH Group Ltd.,PNK,large,13071220736.0,Consumer Defensive,Packaged Foods
LKREF,Link Real Estate Investment Tru,PNK,large,13070478336.0,Real Estate,REIT - Retail
OGFGY,Origin Energy Ltd.,PNK,large,13049812992.0,Utilities,Utilities - Diversified
MOG-B,Moog Inc.,NYQ,large,13043770368.0,Industrials,Aerospace & Defense
SNLAF,Sino Land Co. Ltd.,PNK,large,13037152256.0,Real Estate,Real Estate - Development
HTHT,H World Group Limited,NMS,large,13029783552.0,Consumer Cyclical,Lodging
NIOIF,NIO Inc.,PNK,large,13029468160.0,Consumer Cyclical,Auto Manufacturers
ARXCY,Arc Resources Ltd.,PNK,large,13015101440.0,Energy,Oil & Gas E&P
STRNY,Severn Trent PLC,PNK,large,13007454208.0,Utilities,Utilities - Regulated Water
EMBJ,Embraer S.A.,NYQ,large,12992731136.0,Industrials,Aerospace & Defense
CRRFY,Carrefour S.A.,PNK,large,12984702976.0,Consumer Defensive,Grocery Stores
IAUGY,Insurance Australia Group Ltd.,PNK,large,12975638528.0,Financial Services,Insurance - Property & Casualty
SNNUF,Smith & Nephew PLC,PNK,large,12972868608.0,Healthcare,Medical Devices
OROVY,Orient Overseas International L,PNK,large,12959165440.0,Industrials,Marine Shipping
OGFGF,Origin Energy Ltd.,PNK,large,12939109376.0,Utilities,Utilities - Diversified
ZTOEF,,PNK,large,12928783360.0,Industrials,Integrated Freight & Logistics
FMS,Fresenius Medical Care AG,NYQ,large,12916964352.0,Healthcare,Medical Care Facilities
KLPEF,Klepierre SA,PNK,large,12909601792.0,Real Estate,REIT - Retail
DELHY,Delivery Hero AG NA,PNK,large,12909338624.0,Consumer Cyclical,Internet Retail
ISDAF,ISRAEL DISCOUNT BANK,PNK,large,12877620224.0,Financial Services,Banks - Regional
TKGSY,"Tokyo Gas Co., Ltd.",PNK,large,12868902912.0,Utilities,Utilities - Regulated Gas
TMTNF,Toromont Industries Ltd.,PNK,large,12865985536.0,Industrials,Industrial Distribution
GPAEF,Grupo Aeroportuario del Pacific,PNK,large,12865779712.0,Industrials,Airports & Air Services
CRERF,Carrefour S.A.,PNK,large,12864408576.0,Consumer Defensive,Grocery Stores
CCRDF,"Yokohama Financial Group, Inc.",PNK,large,12859794432.0,Financial Services,Banks - Regional
WSO-B,"Watsco, Inc.",NYQ,large,12857538560.0,Industrials,Industrial Distribution
CRDIY,"Yokohama Financial Group, Inc.",PNK,large,12852383744.0,Financial Services,Banks - Regional
UHAL-B,U-Haul Holding Company Series N,NYQ,large,12833857536.0,Industrials,Rental & Leasing Services
WBS,Webster Financial Corporation,NYQ,large,12805502976.0,Financial Services,Banks - Regional
TMTNY,Toromont Industries Ltd.,PNK,large,12786490368.0,Industrials,Industrial Distribution
TKGSF,TOKYO GAS CO,PNK,large,12748278784.0,Utilities,Utilities - Regulated Gas
CHUEF,Chubu Electric Power,PNK,large,12728381440.0,Utilities,Utilities - Diversified
LI,Li Auto Inc.,NMS,large,12717323264.0,Consumer Cyclical,Auto Manufacturers
JRONY,"Jeronimo Martins, SGPS, SA",PNK,large,12716366848.0,Consumer Defensive,Food Distribution
ZLIOY,ZoomLion Heavy Industry Science,PNK,large,12698688512.0,Industrials,Farm & Heavy Construction Machinery
ISMAY,Indra Sistemas SA,PNK,large,12689648640.0,Technology,Information Technology Services
TKGBY,Turkiye Garanti Bankasi A.S.,OQX,large,12667586560.0,Financial Services,Banks - Regional
SGPYY,Sage Group plc (The),PNK,large,12659815424.0,Technology,Software - Application
ACCYY,Accor SA Ltd.,PNK,large,12641221632.0,Consumer Cyclical,Lodging
ACRFF,Accor SA Ltd.,PNK,large,12634245120.0,Consumer Cyclical,Lodging
SGGEF,Sage Group plc (The),PNK,large,12628401152.0,Technology,Software - Application
RXEEY,Rexel SA,PNK,large,12621927424.0,Technology,Electronics & Computer Distribution
SNN,"Smith & Nephew SNATS, Inc.",NYQ,large,12616701952.0,Healthcare,Medical Devices
RICFY,Recordati Industria Chimica e F,PNK,large,12608294912.0,Healthcare,Drug Manufacturers - General
SKFRY,AB SKF,PNK,large,12599564288.0,Industrials,Tools & Accessories
AKZOY,Akzo Nobel N.V.,OQX,large,12599159808.0,Basic Materials,Specialty Chemicals
HKTTF,Hkt Trust and Hkt Ltd,PNK,large,12596854784.0,Communication Services,Telecom Services
TRYIY,Toray Industries Inc.,PNK,large,12549143552.0,Consumer Cyclical,Textile Manufacturing
CSPCY,CSPC Pharmaceuticals Group Ltd.,PNK,large,12545996800.0,Healthcare,Drug Manufacturers - General
BOIVF,Bollore Investissement,PNK,large,12503537664.0,Communication Services,Entertainment
RKUNF,Rakuten Group Inc.,PNK,large,12498717696.0,Consumer Cyclical,Internet Retail
MIUFY,Mitsubishi HC Capital Inc.,PNK,large,12492519424.0,Financial Services,Credit Services
OBICY,Obic Co. Ltd.,PNK,large,12486070272.0,Technology,Software - Application
BZLFY,Bunzl plc,PNK,large,12477679616.0,Consumer Defensive,Food Distribution
PUPOF,PUBLIC POWER CORP,PNK,large,12462060544.0,Utilities,Utilities - Renewable
HMY,Harmony Gold Mining Company Lim,NYQ,large,12438288384.0,Basic Materials,Gold
OBIIF,Obic Co. Ltd.,PNK,large,12434403328.0,Technology,Software - Application
SWRBY,Swire Pacific Ltd.,PNK,large,12433377280.0,Industrials,Conglomerates
DLVHF,Delivery Hero AG NA,PNK,large,12429414400.0,Consumer Cyclical,Internet Retail
SBHGF,"SBI Holdings, Inc.",PNK,large,12378400768.0,Financial Services,Financial Conglomerates
FELTF,FUJI ELECTRIC CO. LTD.,PNK,large,12366105600.0,Industrials,Electrical Equipment & Parts
GOFPY,Allwyn AG,PNK,large,12357433344.0,Consumer Cyclical,Gambling
VARRY,Var Energi ASA,PNK,large,12343955456.0,Energy,Oil & Gas E&P
SVTMF,SM Investments Corp.,PNK,large,12336640000.0,Consumer Cyclical,Department Stores
HKTTY,Hkt Trust and Hkt Ltd,PNK,large,12333804544.0,Communication Services,Telecom Services
SWGAY,Swatch Group AG,PNK,large,12318187520.0,Consumer Cyclical,Luxury Goods
CRPJY,China Resources Power Holdings ,PNK,large,12317945856.0,Utilities,Utilities - Independent Power Producers
HBM,Hudbay Minerals Inc.,NYQ,large,12262837248.0,Basic Materials,Copper
RKUNY,Rakuten Group Inc.,PNK,large,12237875200.0,Consumer Cyclical,Internet Retail
BNT,Brookfield Wealth Solutions Ltd,NYQ,large,12226106368.0,Financial Services,Insurance - Diversified
CHJTF,CSPC Pharmaceuticals Group Ltd.,PNK,large,12203833344.0,Healthcare,Drug Manufacturers - General
ISDAY,Israel Discount Bank Ltd.,PNK,large,12203211776.0,Financial Services,Banks - Regional
RTO,Rentokil Initial plc,NYQ,large,12183632896.0,Industrials,Specialty Business Services
XPNGF,XPeng Inc.,PNK,large,12177435648.0,Consumer Cyclical,Auto Manufacturers
ORINY,Orion Corporation OY,PNK,large,12118992896.0,Healthcare,Drug Manufacturers - General
AAVXF,Abivax SA,PNK,large,12115333120.0,Healthcare,Biotechnology
WRFRF,Wharf Real Estate Investment Co,PNK,large,12114850816.0,Real Estate,Real Estate Services
OROVF,ORIENT OVERSEAS INT,PNK,large,12100879360.0,Industrials,Marine Shipping
IKTSY,Intertek Group Plc,PNK,large,12099993600.0,Industrials,Specialty Business Services
RXLSF,REXEL,PNK,large,12088235008.0,Technology,Electronics & Computer Distribution
SVTRF,Severn Trent PLC,PNK,large,12080936960.0,Utilities,Utilities - Regulated Water
BKKPF,Bangkok Bank Public Co Ltd.,PNK,large,12068335616.0,Financial Services,Banks - Regional
ROHCF,Rohm Co. Ltd.,PNK,large,12059736064.0,Technology,Semiconductors
HAGHY,HENSOLDT AG,PNK,large,12058200064.0,Industrials,Aerospace & Defense
AHCHY,"Anhui Conch Cement Co., Ltd.",PNK,large,12042251264.0,Basic Materials,Building Materials
TLTZF,Tele2 AB,PNK,large,12026727424.0,Communication Services,Telecom Services
BQCNF,BANQUE CANTONALE VAUDOISE,PNK,large,12021124096.0,Financial Services,Banks - Regional
KEYUF,Keyera Corp.,PNK,large,12016424960.0,Energy,Oil & Gas Midstream
CRMLY,,PNK,large,12000244736.0,Real Estate,Real Estate Services
ISMAF,INDRA SISTEMAS S.A,PNK,large,11968128000.0,Technology,Information Technology Services
NEXOY,Nexon Co Ltd.,PNK,large,11947980800.0,Communication Services,Electronic Gaming & Multimedia
TLTZY,Tele2 AB,PNK,large,11929626624.0,Communication Services,Telecom Services
IKTSF,Intertek Group Plc,PNK,large,11899025408.0,Industrials,Specialty Business Services
ATGFF,AltaGas Ltd.,OQX,large,11893651456.0,Energy,Oil & Gas Midstream
RCDTF,RECORDATI,PNK,large,11879159808.0,Healthcare,Drug Manufacturers - General
NIO,NIO Inc.,NYQ,large,11876860928.0,Consumer Cyclical,Auto Manufacturers
SKBSY,Skanska AB,PNK,large,11863403520.0,Industrials,Engineering & Construction
ENLT,Enlight Renewable Energy Ltd.,NMS,large,11858571264.0,Utilities,Utilities - Renewable
NGKSF,NITERRA CO LTD.,PNK,large,11855639552.0,Consumer Cyclical,Auto Parts
IMPUY,Impala Platinum Holdings Ltd.,OQX,large,11819765760.0,Basic Materials,Other Precious Metals & Mining
IVPAF,Ivanhoe Mines Ltd.,OQX,large,11810369536.0,Basic Materials,Other Industrial Metals & Mining
MICC,The Magnum Ice Cream Company N.,NYQ,large,11809371136.0,Consumer Defensive,Packaged Foods
MGYOY,MOL Magyar Olaj-Es Gazipari RT,PNK,large,11796316160.0,Energy,Oil & Gas Refining & Marketing
ATZAF,Aritzia Inc.,PNK,large,11793755136.0,Consumer Cyclical,Apparel Retail
WSOUF,WASHINGTON H SOUL PATTINSON & C,PNK,large,11758514176.0,Financial Services,Capital Markets
STMNF,"Sumitomo Metal Mining Co., Ltd.",PNK,large,11746270208.0,Basic Materials,Other Industrial Metals & Mining
CPCAY,"Cathay Pacific Airways, Ltd.",PNK,large,11736577024.0,Industrials,Airlines
CPPCY,CP All Public Co Ltd,PNK,large,11727009792.0,Consumer Defensive,Grocery Stores
NDEKF,Nitto Denko Corp.,PNK,large,11722202112.0,Basic Materials,Specialty Chemicals
GRPTF,GETLINK SE,PNK,large,11718500352.0,Industrials,Railroads
MSLOF,Mitsui O.S.K. Lines Ltd.,PNK,large,11706996736.0,Industrials,Marine Shipping
DLAKY,Deutsche Lufthansa AG,OQX,large,11695916032.0,Industrials,Airlines
LYSCF,Lynas Rare Earths Limited,OQX,large,11675430912.0,Basic Materials,Other Industrial Metals & Mining
MGPUF,M&G PLC,PNK,large,11673601024.0,Financial Services,Asset Management
SIETY,D IETEREN GROUP NV,PNK,large,11659518976.0,Consumer Cyclical,Auto & Truck Dealerships
ORINF,ORION CORPORATION,PNK,large,11656671232.0,Healthcare,Drug Manufacturers - General
LYSDY,Lynas Rare Earths Limited,OQX,large,11655300096.0,Basic Materials,Other Industrial Metals & Mining
NGKSY,NITERRA CO LTD.,PNK,large,11645046784.0,Consumer Cyclical,Auto Parts
PNXGF,Phoenix Group Hldgs Plc,PNK,large,11623778304.0,Financial Services,Insurance - Life
STBBF,STRABAG SE,PNK,large,11615419392.0,Industrials,Engineering & Construction
SKSBF,Skanska AB,PNK,large,11614955520.0,Industrials,Engineering & Construction
XPEV,XPeng Inc.,NYQ,large,11603480576.0,Consumer Cyclical,Auto Manufacturers
YRAIF,Yara International ASA,OID,large,11602752512.0,Basic Materials,Agricultural Inputs
SLLDY,Sanlam Ltd.,PNK,large,11598135296.0,Financial Services,Insurance - Life
AKZOF,Akzo Nobel N.V.,OQX,large,11569500160.0,Basic Materials,Specialty Chemicals
SBHMY,Sino Biopharmaceutical Ltd.,PNK,large,11561972736.0,Healthcare,Biotechnology
CLPXY,China Longyuan Power Group,PNK,large,11551204352.0,Utilities,Utilities - Renewable
TFII,TFI International Inc.,NYQ,large,11544834048.0,Industrials,Trucking
SIEVF,D IETEREN GROUP NV,PNK,large,11517535232.0,Consumer Cyclical,Auto & Truck Dealerships
JSNSF,J Sainsbury plc,OQX,large,11472154624.0,Consumer Defensive,Grocery Stores
ALBKY,Alpha Services and Holdings SA,PNK,large,11450556416.0,Financial Services,Banks - Regional
FUJHY,Subaru Corporation,PNK,large,11428213760.0,Consumer Cyclical,Auto Manufacturers
FUJHF,Subaru Corporation,PNK,large,11414123520.0,Consumer Cyclical,Auto Manufacturers
ABVX,Abivax SA,NGM,large,11411946496.0,Healthcare,Biotechnology
SHNWF,SCHRODERS PLC,PNK,large,11383789568.0,Financial Services,Asset Management
CISXF,CHINA STEEL CORP GDR EACH REP 2,PNK,large,11383604224.0,Basic Materials,Steel
GRPTY,Getlink SE,PNK,large,11382134784.0,Industrials,Railroads
CHBAY,"Chiba Bank, Ltd. (The)",PNK,large,11380982784.0,Financial Services,Banks - Regional
BKKLY,Bangkok Bank Public Co Ltd.,PNK,large,11376703488.0,Financial Services,Banks - Regional
CPCAF,CATHAY PACIFIC AIRWAYS,PNK,large,11371709440.0,Industrials,Airlines
SAPIF,Saputo Inc.,PNK,large,11368404992.0,Consumer Defensive,Packaged Foods
YSHLF,Yangzijiang Shipbuilding Holdin,PNK,large,11350053888.0,Industrials,Aerospace & Defense
ROHCY,Rohm Co. Ltd.,PNK,large,11349431296.0,Technology,Semiconductors
QABSY,Qantas Airways Ltd.,PNK,large,11345968128.0,Industrials,Airlines
MAKSY,Marks & Spencer Group Plc,OQX,large,11335419904.0,Consumer Cyclical,Department Stores
CCDBF,CCL Industries Inc.,PNK,large,11321830400.0,Consumer Cyclical,Packaging & Containers
BDOUF,BDO Unibank Inc.,PNK,large,11310970880.0,Financial Services,Banks - Regional
AGRPY,Absa Group Ltd.,PNK,large,11308690432.0,Financial Services,Banks - Regional
MAKSF,MARKS & SPENCER GROUP,OQX,large,11304589312.0,Consumer Cyclical,Department Stores
PTAIY,PT Astra International,PNK,large,11297377280.0,Industrials,Conglomerates
DLAKF,Deutsche Lufthansa AG,OQX,large,11263179776.0,Industrials,Airlines
AKESF,AKESO INC.,PNK,large,11228734464.0,Healthcare,Biotechnology
YARIY,Yara International ASA,OID,large,11207927808.0,Basic Materials,Agricultural Inputs
SDPNF,SIME DARBY PLANTATION BHD,PNK,large,11204374528.0,Consumer Defensive,Packaged Foods
IESFY,Interconexion Electrica S.A. E.,OQX,large,11189095424.0,Utilities,Utilities - Regulated Electric
YMHAY,"Yamaha Motor Co., Ltd.",PNK,large,11158542336.0,Consumer Cyclical,Auto Manufacturers
